"","X","HES3","LIN28A","L1TD1","S100A6","DPT","VASH2","MTRNR2L11","EPCAM","IL1R1","FAP","COL3A1","FN1","COL6A3","TWIST2","LRRN1","GALNT15","TRIM71","CLEC3B","TDGF1","MTRNR2L12","DPPA4","PTX3","RP11.641D5.1","SOX2","APOD","ADH1B","ZFP42","MTRNR2L2","SEMA6A","LOX","TGFBI","MATR3","SCGB3A2","SMIM3","GABRP","TUBB2B","POU5F1","LAMA4","RPL21P75","SERPINE1","CAV1","PTPRZ1","MTRNR2L6","CEBPD","SNAI2","CALB1","ESRP1","MAL2","HHLA1","WISP1","PTGS1","DKK1","SRGN","MTRNR2L8","SAA1","FABP5P7","CD248","MMP1","MMP3","NNMT","NANOG","EMP1","HOXC10","NTS","DCN","USP44","TMEM119","RGCC","ZIC2","ITGBL1","ABHD12B","OTX2","SNURF","THBS1","RBPMS2","CRABP1","UBE2Q2P6","ANPEP","CLDN6","ZSCAN10","NPIPA7","MT2A","MT1L","MT1E","CDH3","CDH1","CD68","MTRNR2L1","CFD","FUT3","SPINT2","RPL41P1","DNMT3B","CXADR","U2AF1","MIF","GGT5","LGALS1","POLR2F","SLC7A3"
"31","GTEX-11ONC-0008-SM-5S2MG",0.08,0,0.42,3835,220.5,0.14,0,0.17,491.5,194.3,3085,19280,864.1,329.8,0.03,96.89,0.05,441.2,0.02,1.56,0,6840,5.98,0.04,755,354.5,0,0,0.23,247.6,1718,7.73,0,87.2,0.02,3.02,0.43,261,3.35,1057,562.7,0.03,0,285.9,328.5,0.04,0.04,0.15,0,99.03,169.2,1287,220.8,1.14,453,0.13,590.5,3.5,10.24,913.1,0.02,290.6,80.86,0,1145,0.19,363.9,274.4,0,225.4,0.36,0,0.91,2235,0.21,0,0.24,633.6,0.1,0.06,0.54,1151,94.26,466.6,0.01,0.1,184.9,0.04,363.8,0.04,1.09,1.34,2.65,0,0.26,4.78,220.7,5327,0.23,0
"32","GTEX-11P7K-0008-SM-5S2O5",0,0.02,5.14,4760,5.31,0.14,0,0.14,158.1,94.03,1512,14420,729.8,167.3,0.07,91.03,0,107.8,0.02,1.05,0,3572,3.48,0,24.3,41.4,0,0,0.09,410.8,8829,6.16,0,121.7,0.02,0.39,0.33,207.7,1.98,3115,1418,0.04,0.06,234.5,300.1,0.04,0.05,0.16,0,35.04,145.9,1259,460.2,1.26,3.81,0.8,547.2,121.7,197.9,555.4,0,399.7,101.8,0,350.5,0.14,70.57,13.04,0,120.7,0.08,0,0.51,478.8,0.26,0,0,781.3,0.27,0,1.05,8870,626.7,1330,0.22,0.25,164.2,0,56.67,0.03,0.49,0.57,2.89,0.03,0.91,0.44,150.5,6815,0.35,0
"33","GTEX-11P81-0008-SM-5S2OT",0,0,0.04,3229,19.22,0.18,0,0.14,219.4,57.07,2207,20150,1446,310.4,0,84.47,0,32.22,0,1.15,0,886.1,4.87,0,39.49,6.15,0.04,0,0.07,499.1,4777,6.87,0,87.52,0.02,3.1,0.54,129.9,1.29,4288,1327,0,0,198.3,276.1,0,0.07,0.1,0,157,152.5,1540,301.3,1.52,33.72,0.91,410.1,6.85,70.64,478.6,0,378.1,118.4,0,340.1,0.08,114.9,192.1,0.03,231.5,0.05,0,1.02,2493,0.25,0,0.12,808.2,0.09,0,0.3,7806,613.6,1159,0.09,0.1,167.5,0.11,16.82,0,0.23,0.65,5.2,0.02,0.9,1.99,44.05,6189,0.2,0
"34","GTEX-11P82-0008-SM-5S2MS",0,0,0,3300,41.45,0.36,0,0.09,162.5,118.2,2265,16480,507.7,180.9,0,43.24,0.01,320.9,0.04,0.71,0.06,4382,6.22,0.28,367,291.7,0,0,0.27,210.3,2408,6.41,0,102.7,0,1.26,0.42,299.6,3.23,801.2,676.4,0.04,0.03,600.1,912.9,0.02,0.02,0.08,0,31.36,124.3,649.1,263,0.72,163,0.86,571.9,0.93,10.29,733.6,0.02,152.7,78.35,0,824.6,0.34,229.4,15.69,0.03,82.76,0.29,0.03,0.28,840.1,0,0,0.11,389.1,0.12,0.1,1.61,1067,75.28,225,0.07,0.25,117.7,0,374.4,0.03,0.18,3.7,2.33,0.07,0.29,6.52,207.5,3582,0.1,0.04
"35","GTEX-11PRG-0008-SM-5S2N5",0,0.04,0.66,3698,148.1,0.19,0,0.02,296.4,156.2,2739,18870,651,287.2,0,63.69,0.08,304.5,0,0.94,0,7561,5.37,0.13,671.3,317.4,0,0,0.28,426.8,1312,6,0,109.3,0.04,0.63,0.48,236.4,3.55,1275,562.1,0.04,0,455.8,376.7,0.02,0.07,0.1,0.02,59.9,174.8,1039,240.5,1.1,83.9,0.41,562.9,6.17,13.07,910.2,0,264.2,94.57,0,883.1,0.42,302.3,122.9,0,189.2,0.21,0,0.46,1538,0.31,0,0,418.4,0.13,0,0.86,1495,112.4,402.7,0.08,0.44,121.2,0,875,0.07,0.43,1.36,2.35,0.02,0.03,3.65,205,5981,0.21,0
"36","GTEX-11TT1-0008-SM-5S2P8",0,0.01,0.06,4603,6.64,0.19,0,0.11,101.8,49.31,770.4,10230,646.5,194.6,0,25.4,0.01,84.53,0,1.42,0.01,2292,3.02,0.04,18.92,3.68,0.04,0,0.07,288.1,5758,7.06,0,74.1,0,1.61,0.29,132.3,2.22,4547,1465,0.01,0.07,183.7,229.5,0.02,0.02,0,0,14.58,184.7,2776,532.4,1.74,26.48,0.89,449,796.2,210.7,385.1,0,300.4,104.7,0,221.6,0.04,44.28,56.56,0,145.8,0.08,0,1,1956,0.42,0,0.23,706.4,0.06,0,0.22,8361,507.2,1393,0,0.06,161.5,0.18,33.14,0.02,0.69,1.27,2.5,0.08,0.43,2.2,95.24,8348,0.14,0
"37","GTEX-11TTK-0008-SM-5S2RU",0,0,1.8,4054,145.3,0.11,0,0.19,239.6,125.7,1700,21080,576.1,503.7,0,127.8,0.03,134.3,0.02,1.47,0,2318,4.97,0.04,461,184.3,0,0,0.17,340.2,4049,6.43,0,65.39,0.07,1.17,0.17,229.3,2.88,1454,749.9,0.03,0.08,270.2,192.1,0.07,0.08,0.63,0,222.1,143,1496,146.7,0.75,1758,0.14,599.4,3.42,46.19,844.9,0,340.3,89.04,0,764.1,0.19,427.5,554,0.03,384.1,0.04,0,0.92,3908,0.05,0,0,651.5,0.19,0,0.12,2844,208,726.7,0.18,0.23,223.7,0,269.8,0.11,3.7,0.68,2.77,0.03,0.89,1.3,242.9,5902,0.15,0
"38","GTEX-11TUW-0008-SM-5SI6S",0,0,0.09,4287,342.3,0.25,0.03,0.17,410.1,149,2112,31710,669.9,404.6,0.04,92.67,0.01,176.9,0,4.22,0,4513,6.82,0.12,1216,533.3,0,0,0.52,223.6,1777,7.15,0,82.23,0,1.08,0.23,266.3,2.15,709.6,462.7,0.18,0.13,348.9,306.7,0.29,0.04,0.08,0,190.5,72.07,1665,158,2.28,626.5,0.19,767.2,0.96,12.93,761.4,0.01,198.7,92.54,0,1369,0.06,422.3,197.3,0.08,175.5,0.17,0,0.97,2051,0.22,0.37,0.43,663.7,0.3,0.07,0.61,673.5,69.68,317,0.07,0.09,204.3,0.11,699.3,0.03,0.76,0.96,2.13,0.05,0.49,0.46,72.02,6128,0.45,0
"39","GTEX-11UD1-0008-SM-5S2P6",0,0,1.78,4824,16.13,0.3,0,0.1,276.8,144.8,1279,20380,714.4,502.3,0.06,203.3,0.01,132.8,0,1.01,0.02,5847,5.02,0.21,160.7,172,0,0,0.21,260.1,3252,5.91,0,73.51,0.05,1.14,0.07,216.9,1.81,1635,823.6,0.03,0.12,303,196.1,0.06,0.08,0.22,0,90.66,115.8,1122,320,0.71,335.6,0,528.9,66.15,36.07,934.9,0,317.1,65.37,0.19,705.9,0.6,257.3,271.4,0.04,311.9,0.22,0,0.33,1917,0.7,0,0,629.5,0,0.04,0.46,4019,331.6,771.2,0.13,0.26,207.1,0,135.1,0,1.57,1.45,3.5,0.06,0.34,2.37,340.7,5727,0.36,0
"40","GTEX-11UD2-0008-SM-5S2P7",0,0,0.63,5593,26.55,0.12,0,0.21,249.2,114,2410,12850,531.5,874.9,0.02,131.2,0,186.1,0,1.04,0,3524,3.25,0,345.2,156.7,0.03,0,0.09,245.5,5361,7.53,0,56.36,0.03,1.34,0.21,182,3.11,1003,720.6,0.05,0.06,419.3,281.6,0.05,0.08,0.33,0,90.03,114.5,1114,210.5,0.68,156.8,1,598.5,7.97,202.5,1042,0.03,310.4,99.94,0,793.6,0.19,285.8,505.9,0,99.66,0.11,0,0.78,1046,0.19,0,0,672.5,0.29,0,0.81,3616,232.6,1063,0.23,0.19,185,0.06,205.1,0,1.03,0,2.66,0.04,0.21,4.59,68.07,7560,0.19,0
"41","GTEX-11WQC-0008-SM-5SI6R",0,0.02,0,3760,65.49,0.19,0,0.06,456.3,155.4,1924,24800,1365,214.8,0.02,241.5,0.02,635.1,0,2.95,0.03,4853,5.04,0.82,362.3,489,0.04,0,0.18,291.4,4023,5.53,0.05,87.5,0.01,0.66,0.65,311.1,1.97,1079,618.5,0.02,0.03,343.2,286.6,0.13,0.16,0.18,0,142.9,201.2,1154,380.9,2.21,74.65,0.24,741.7,11.32,14.05,904,0,257.9,105.2,0,756.4,0.1,291.6,139.2,0.12,273.3,0.21,0,0.82,1242,0.14,0.24,0.32,600.4,0.14,0.03,0.7,2156,168.4,656.8,0.16,0.22,229.2,0,613.8,0,1.32,1.21,3.27,0.07,0.28,1.28,539.5,5790,0.15,0
"42","GTEX-11WQK-0008-SM-5SI6T",0,0,0.83,3895,820.1,0.05,0,0.08,279.6,164.2,2616,21310,832.3,317,0.07,183.9,0.01,257.7,0,2.86,0,5559,2.74,0.29,441.7,224.8,0,0,0.25,414,1308,6.4,0,97.35,0,1.18,0.47,273.2,2.21,2807,633.5,0.14,0.09,219.7,165.4,0.09,0.06,0.19,0,156.7,139.6,1261,333.6,1.48,139.9,0.22,580.7,2.34,12.04,696.9,0,367.3,87.01,0,920.7,0.16,237.7,459.1,0.04,405.5,0.2,0,0.62,2921,0.21,0.43,0.1,614.8,0.13,0.02,0.67,2946,189.4,389.9,0.06,0.13,201.8,0.09,772.8,0,0.85,1.11,2.33,0.03,0.33,2.23,288.6,6103,0.19,0
"43","GTEX-11XUK-0008-SM-5S2WD",0,0,0,2797,357.3,0.19,0.03,0.09,218.2,205.9,2558,28370,1162,291.2,0.05,93.55,0.02,63.69,0,3.08,0,7490,3.52,0.04,333.6,99.36,0,0,0.33,548.8,1845,6.59,0,101.8,0,2.83,0.45,279.3,1.53,6056,767.9,0.17,0.14,120.4,167.6,0.13,0.09,0.15,0,339.4,136,887.2,223.7,1.84,301.6,0.37,592.7,23.58,4.15,606,0,435.1,82.12,0,587.2,0.42,539.7,426,0,699.7,0.22,0,0.83,3507,0.47,0.24,0,667.7,0.12,0.03,0.6,3086,228.1,403.3,0.04,0.08,169.6,0.14,254.8,0.02,1.31,0.61,2.68,0,0.16,4.36,203.6,4399,0.08,0
"44","GTEX-11ZTS-0008-SM-5S2VC",0,0.01,0.18,3858,24,0.13,0,0.23,189.2,115,2100,23930,1017,638,0.04,145,0.01,53.11,0.02,3.49,0,1773,5.44,0.07,113,50.65,0,0,0.2,552.4,6535,6.66,0,70.59,0.03,1.24,0.17,130.2,2.47,3222,1090,0.12,0.06,233.9,136,0.03,0.17,0.43,0,79.03,231.1,1178,156.4,1.9,202.3,0,440.3,404.7,844.4,469.8,0.01,360.9,75.95,0,638.9,0.26,195.1,364.7,0,233.7,0.09,0,0.49,1335,0.45,0.43,0,789.2,0,0.05,0.86,5853,601.7,749.3,0.55,0.29,178.8,0.18,43.19,0.06,0.68,0,4.4,0.01,0.58,1.06,102,6743,0.15,0
"45","GTEX-11ZTT-0008-SM-5S2TZ",0,0.06,0.62,2284,326.5,0.2,0,0.1,158.4,158.1,3172,27390,858,133.7,0.06,26.78,0.02,216,0.03,2.6,0,12500,3.05,0.09,110.6,70.84,0.03,0,0.14,384.8,3090,8.12,0,84.71,0,1.37,0.57,265.8,1.63,5964,656.6,0.15,0.13,170.5,150.6,0.02,0.02,0.07,0,192.2,292.9,667.7,390.9,6.99,139.1,0.19,818.1,1.87,2.03,750.9,0.03,287,52.25,0.06,391.1,0.31,484,175.3,0,600.4,0.33,0,0.31,5682,0.32,0.18,0.08,439,0.13,0.01,1.16,1825,55.13,274.2,0.11,0.21,121,0.08,324.4,0,5.16,1.4,2.14,0,0.06,2.87,472.1,3594,0.22,0
"46","GTEX-11ZU8-0008-SM-5S2VO",0,0.01,0.13,2874,18.67,0.06,0,0.04,205.3,142.8,2325,32890,1383,238.3,0.02,80.85,0,103.5,0,4.4,0,2603,3.86,0.07,85.59,17.26,0,0,0.23,464.5,7615,6.65,0,46.65,0.06,1.16,0.19,164.8,0.97,3492,752.5,0.03,0.09,278.7,158.1,0.06,0.06,0.25,0,99.22,155.6,2757,279.2,1.96,147.7,0.22,503.1,25.93,466.9,376.2,0,247.5,98.98,0,469.6,0.07,192.9,187,0,349.3,0.05,0,0.38,2059,0.26,0,0.1,622.5,0.05,0,0.68,4221,368.4,647.8,0.1,0.15,174.7,0.72,72.77,0.03,0.8,0.56,5.4,0.01,0.57,5.58,200.1,5776,0.26,0
"47","GTEX-11ZUS-0008-SM-5S2UO",0.05,0.02,2.36,3213,253.7,0.09,0.02,0.03,144.7,174.6,1373,22740,1090,125.6,0,53.79,0.02,159.2,0,2.66,0,5604,3.49,0.15,324,21.94,0.03,0,0.16,720,7240,5.31,0,112.4,0,2.98,0.28,191.3,0.7,5601,1014,0.08,0.1,181.9,155.3,0.1,0,0.06,0,87.91,112.1,1971,333.8,2.27,152.8,0.19,659.3,113.5,135.5,564.9,0,366,80.24,0,432.7,0.12,253.4,180.5,0,524,0.06,0,0.63,3390,0.39,0,0.58,796.6,0.09,0,1.21,5246,266.5,441.5,0.05,0.06,176,0.13,519.1,0.01,2.38,0.46,3.43,0.03,0.49,3.3,300.3,5946,0.06,0
"48","GTEX-1211K-0008-SM-5S2W1",0,0,0.89,4565,90.3,0.18,0,0.51,363,168.8,2319,25200,621.1,682,0.2,231.5,0.01,300.9,0,2.28,0,4777,3.56,0.09,181.5,178.5,0.24,0,0.21,360.7,4869,5.9,0,70.06,0.45,0.84,0.29,349.1,1.98,1916,596.3,0.07,0.12,314,248.4,0.34,0.83,4.42,0,115,152.6,1356,247.6,2.68,329.6,0,658,5.56,213.3,786.6,0.04,278.2,88.48,0.09,793,0.73,257.7,301,0,222.4,0.17,0,0.65,2804,0.25,0.28,0,595,0.07,0.08,0.46,2406,184.8,587.1,4.52,3.03,228.8,0.32,294.8,0.35,5.15,0.72,2.84,0.15,0.49,5.26,380.8,6345,0.36,0
"49","GTEX-12126-0008-SM-5S2UC",0,0,1.86,3153,322.8,0.23,0,0.08,271,151.6,3602,18650,1343,143.4,0,59.99,0.04,265.8,0,2.55,0,6562,3.46,0.25,398.9,171.6,0.05,0,0.28,376.5,2497,6.5,0,100.6,0.01,3.98,0.3,271.6,1.26,3118,737.1,0.09,0.07,171.6,180.4,0.01,0.04,0.21,0,181.5,111.8,709.4,250.7,2.23,132.7,0.39,750.8,3.15,1.38,577.1,0.01,396.7,75.1,0.05,617.2,0.41,290.7,229.8,0.1,298.6,0.18,0,0.52,1470,0.23,0.15,0.48,663,0.15,0.01,0.5,2505,136.6,325.4,0.15,0.22,200.6,0.02,697.3,0,1.07,0.39,3.83,0.02,0.08,2.99,302.3,5597,0.23,0.03
"50","GTEX-1212Z-0008-SM-5TDBW",0,0.01,0.57,3077,115.3,0.13,0,0.4,195.6,129.9,2499,28210,1362,282.8,0.37,106.3,0.01,25.47,0.03,3.23,0,2616,3.83,1.22,158.9,23.65,0,0,0.27,1065,10820,6.86,0,85.91,0.02,4.5,0.47,125.8,0.25,6825,1032,1.04,0,162,165.2,1.81,0.08,1.08,0,81.6,276.6,2436,111.6,2.32,271.7,0.92,527.9,50.33,1727,422.5,0,534.6,82.29,0.23,641.6,0.09,172.8,250.7,0.06,360.6,0.24,0,0.92,2870,0.47,1.09,0,765.6,0.1,0,1.21,6464,333.4,739.4,0.28,0.44,156.6,0,206.3,0.07,2.21,0,4.16,0.17,1.16,1.76,175.9,5605,0.39,0.07
"51","GTEX-12584-0008-SM-664MB",0,0,0.48,1892,137.6,0.21,0,0.12,391.6,214.3,3126,31070,1267,173.1,0.04,78.57,0.03,216.4,0,1.73,0,4428,6.72,0.42,422.8,384.3,0.03,0,0.41,360,2314,6.2,0.07,112,0,1.85,0.15,389.7,1.82,1469,522.1,0.13,0.05,325,277.5,0.08,0.02,0.16,0,143.6,94.64,1793,769.5,1.99,42.82,0.19,808.5,5.02,3.06,551.9,0,157.2,79.27,0,686.9,0.15,357.8,153.9,0.02,566.5,0.14,0,0.98,2221,0.11,0.19,0.52,437.6,0.32,0.03,0.45,561.5,69.61,104,0.09,0.1,199.6,0.19,535.9,0,1.5,0.49,2.45,0.04,1.05,4.48,368.5,3509,0.18,0
"52","GTEX-12696-0008-SM-5TDBX",0,0,0.57,3092,13.12,0.08,0,0.66,203,92.24,1925,20900,1303,321.2,0.15,69.7,0,35.68,0.03,1.82,0,2316,5.04,0.29,76.69,4.32,0.03,0,0.94,334.5,9696,6.15,0,94.07,0.03,12.54,0.21,238.7,2.49,4170,1219,0.71,0.11,157,250.5,0.18,0.05,0.33,0,38.05,265.6,1568,255.5,2.34,67.16,1.2,404.8,21.98,664.2,362,0,446.5,86.79,0.07,292.2,0.01,72.72,144.8,0.15,220.6,0.16,0,0.9,1475,0.42,0,0.27,881.2,0.05,0,0.46,7466,696.1,1036,0.35,0.52,211.1,0.06,42.09,0.04,0.89,1,4.35,0.29,0.63,3.65,74.92,6479,0.42,0.04
"53","GTEX-1269C-0008-SM-5TDBY",0,0,0.27,2603,2.68,0.15,0,0.44,164.6,66.23,1486,16090,1199,150.3,0.34,65.83,0.01,69.55,0,3.04,0.02,3694,5.74,1.27,42.26,29.72,0,0,0.15,483.4,4262,5.63,0.15,82.13,0.03,7.65,0.29,185.1,1.35,6806,1216,1.2,0.11,136.3,218.1,0.18,0,0.3,0,40.97,169.7,2030,695.6,1.44,20.79,0.59,436.7,143.2,219.1,355.9,0,330.2,101.6,0,352.2,0.03,32.29,17.52,0.27,325.6,0.12,0,0.11,2662,0.4,0.19,0.09,677.2,0.09,0.01,0.28,6552,473.5,820,0.03,0.07,146,0.03,56.11,0.01,1.52,0.49,4.16,0.08,1.04,2.17,148.7,5424,0.15,0.04
"54","GTEX-12BJ1-0008-SM-5TDBZ",0,0,0.01,3351,1.47,0.15,0,0.54,155,58.81,871.3,16060,997.9,90.24,0.1,51.76,0,172.7,0.13,1.96,0,3838,4.58,0,54.46,31.42,0,0,0.23,452.6,4898,6.41,0,79.49,0.02,1.61,0.48,191.1,1.42,5846,1588,0.07,0.05,141.6,273.3,0,0.12,0.15,0,11.9,76.11,2305,710.9,1.31,19.48,0.96,576.8,230.9,61.96,292.9,0,388.4,86.72,0,255.8,0.05,45.39,13.17,0.04,167.3,0.05,0,0.69,2540,0.39,0.08,1.08,685.6,0.08,0.02,0.1,7216,587.8,999.3,0.11,0.15,139.6,0.07,64.13,0.07,0.9,0,4.08,0.06,0.92,2.77,142.7,7238,0.09,0.03
"55","GTEX-12C56-0008-SM-5TDC1",0,0.02,0,2712,8.74,0.13,0,0.66,157.4,46.11,672.2,18000,1298,144.5,0.02,24.27,0.01,43.56,0,1.94,0,2253,3.93,0.31,41.22,3.74,0,0,0.19,283.2,5306,6.47,0,115.5,1.34,2.47,0.46,173.2,1.32,6275,1785,0.06,0.11,69.62,240.7,0.04,1.43,4.93,0.01,19.7,255.1,638.7,359.7,1.56,8.01,1.87,433.3,1838,48.75,171.6,0,588.6,45.23,0.05,184.2,0.05,32.19,6.75,0.01,159.6,0.16,0,0.91,1288,0.8,0.24,0,916.9,0,0,0.49,8011,703.5,709.9,0.17,2.55,176.5,0.02,19.42,2.34,3.43,0,3.66,0.17,1.06,1.79,70.21,5753,0.34,0
"56","GTEX-12KS4-0008-SM-664MC",0,0,0.83,2970,192.2,0.21,0,0.26,320.7,167.6,3237,26740,1434,342.7,0,203,0.01,190.2,0,1.92,0,4312,5.13,0.1,446.6,438.9,0,0,0.28,380.4,2695,7.1,0.06,99.23,0.01,2.38,0.15,356.6,1.64,1256,612,0.02,0.04,290.5,219.2,0.05,0,0.05,0.01,147.7,165.2,1392,116.4,1.56,81,0,629.3,5.02,25.78,566.4,0.01,317.8,108.7,0,846.1,0.11,425.1,198.6,0.03,259.5,0.31,0,0.78,1984,0.27,0,0.21,702.8,0.18,0,0.4,796,79.86,152.5,0.06,0.05,200.6,0,244,0.04,0.64,0.39,2.25,0,1.13,0.22,293.3,5272,0.13,0.1
"57","GTEX-12WSA-0008-SM-5TDC3",0,0.01,0.03,3463,12.65,0.09,0,0.83,220.4,83.19,1913,23820,1394,207.7,0.05,85.32,0,75.42,0.01,2.76,0,3232,3.54,0.03,63.21,32.75,0,0,0.24,371.8,8241,6.44,0,79.46,0.02,2.68,0.22,265.9,0.89,4272,1496,0.01,0.08,119.3,208.7,0.01,0.1,0.45,0,44.06,222.4,1099,206.6,1.86,28.64,1.07,557.9,157.2,201.2,298,0.01,431.8,88.62,0.06,330.7,0.1,110.9,24.31,0,179.5,0.08,0,1,739.5,7.89,0.09,0.24,978.1,0,0,0.67,6083,504.7,624.9,0.42,0.45,185.1,0,35.88,0.12,1.11,0.9,4.01,0.1,0.34,1.8,126,6764,0.1,0.03
"58","GTEX-12WSC-0008-SM-664MK",0.12,0.05,0.02,4528,9.7,0.03,0,0.11,252.9,113.2,1753,31600,1885,147.3,0.04,64.98,0.01,174.5,0,1.72,0.05,2795,3.78,0.23,234.8,113.2,0,0,0.28,317,3247,5.65,0,73.1,0.01,1.49,0.24,341.1,1.54,2040,1210,0.01,0.09,171.1,195.9,0.05,0.04,0.14,0,22.13,191.1,1184,338.3,6.72,10.84,0.52,598.5,13.4,192.3,315.9,0.03,347,148.5,0,470.3,0.26,228.6,72.19,0,325.5,0.16,0,0.93,825.9,0.26,0,0.27,1045,0.12,0.01,0.18,4216,524.2,907,0.06,0.15,243.6,0,61.21,0.03,0.82,1.55,3.48,0.03,0.44,7.14,118.3,6144,0.1,0.04
"59","GTEX-12WSD-0008-SM-664ME",0,0.03,0.52,3415,10.39,0.15,0,0.3,196,115.1,1180,25290,1952,310.6,0,75.1,0,20.58,0,0.96,0,1383,3.29,0.07,28.07,8.29,0.11,0,0.29,421.6,3107,6.77,0,90.26,0,2.2,0.44,117,1.25,3641,1588,0.06,0,95.88,155.2,0.04,0.06,0.25,0,46.41,264.3,1207,85.4,1.03,22.43,1.08,458,264.2,300.2,234.1,0.02,473.7,109.5,0,460.3,0.16,120.6,138.2,0.04,238.3,0.09,0,0.43,1359,0.9,0.3,0,1304,0.13,0.02,0.63,5877,580.4,882.3,0.28,0.22,227.7,0.06,23.21,0,0.38,0,9.16,0,0.65,1.56,68.45,5368,0.1,0
"60","GTEX-12WSE-0008-SM-5YY9P",0,0.02,0,3448,5.68,0.12,0,0.2,161.7,52.22,908.8,22520,1901,103.5,0.04,41.94,0,32.91,0,1.37,0,2192,4.45,0.07,28.53,1.3,0,0,0.19,273.8,4486,6.32,0,109.1,0.02,2.87,0.36,215.6,0.76,5525,1615,0.06,0,72.61,242.6,0.12,0.03,0.12,0,24.33,183.8,787,520.5,1.6,1.47,1.91,528.5,930.3,138.8,174.9,0.01,510.8,89.44,0.06,180.8,0.04,18.14,10.54,0.02,221.5,0.02,0.02,1.46,872.3,0.6,0,0.31,952.1,0.04,0.01,0.23,9997,947.3,1109,0.13,0.16,196,0.02,38.76,0.05,0.37,0,4.6,0.03,0.05,4.16,80.22,7029,0.09,0.03
"61","GTEX-12WSF-0008-SM-5YY8S",0,0.02,0.03,4842,29.98,0.12,0,0.23,291.6,167.2,2315,41690,1400,263.2,0.2,156.4,0.01,91.17,0.01,2.53,0,1802,5.69,0.1,652.4,248.3,0,0.75,0.28,313.5,2757,4.8,0,83.35,0.04,0.77,0.33,360.9,1.7,1768,697.9,0.05,0.07,200.3,237.2,0.08,0.24,0.41,0,97.39,170.4,903.1,78.22,1.87,57.93,0.32,578.4,467.5,209,597,0.06,276.8,98.46,0,942.8,0.27,258.2,137.2,0.04,296.2,0.15,0,1.53,1202,0.2,0,0,903.3,0.34,0.03,0.21,3057,234.5,662.4,0.64,0.53,210.5,0.33,40.56,0.03,1.15,0.4,2.56,0.09,0.95,6.14,132.5,7038,0.25,0
"62","GTEX-12WSG-0008-SM-5TDC4",0.12,0,0,4107,8.41,0.28,0,0.46,349.7,119,1741,27440,1035,529,0.12,315.5,0,171.4,0,3.02,0.05,4715,5.58,0.06,156.1,652.4,0.03,0,0.4,255.5,4751,5.08,0.04,64.65,0.12,1.17,0.29,374.4,1.36,1117,776.3,0.29,0.08,284.5,242.1,0.13,1.18,2.12,0,82.02,209.9,1075,111.2,3.38,87.57,0.3,603.7,3.49,61.59,696.9,0.01,317.8,53.53,0,697.5,0.18,197.1,180.1,0.07,204,0.31,0,1.78,1004,1.01,0.1,0.35,805.8,0.07,0.06,0.4,3081,297.4,773.7,0.22,1.48,218.4,0.08,168,0.08,3.96,0.5,5.08,0.53,1.28,0.38,319.1,5413,0.23,0
"63","GTEX-12WSH-0008-SM-5S2V1",0.11,0.03,1.58,3903,16.59,0.29,0,0.07,169.9,127.6,1472,13000,571.3,269.5,0,87.27,0.02,268.2,0,1.8,0.05,3737,3.74,0.31,784.9,437.8,0,0,0.49,214.5,1232,5.85,0,81,0,1.58,0.8,278.4,2.18,525,558.8,0.1,0.16,612.1,680,0.34,0.05,0.15,0,38.38,96.82,1248,81.78,1.61,70.09,0,661.3,3.22,53.96,473.2,0.04,139.8,146.5,0,1252,0.18,206.8,105.5,0.01,82.5,0.16,0,1.09,985.7,0.11,0.19,1.03,701.5,0.14,0,0.42,649.6,101.3,183.2,0.1,0.07,178.9,0.05,384.7,0.11,0.37,3.4,2.31,0.04,0.35,14.17,60.46,3549,0.33,0
"64","GTEX-12WSI-0008-SM-664MD",0,0.01,0,2951,0.35,0.1,0,0.23,129,79.1,547.5,22630,1521,135.6,0,22.3,0,13.9,0,1.03,0.02,2258,3.32,0,8.18,0.35,0,0,0.2,128.7,8033,4.72,0.06,142.7,0,1.23,0.29,412.1,0.86,4828,1216,0.05,0,15.65,196.4,0.04,0.03,0.17,0.01,19.54,305.5,192.8,258.1,2.14,1.99,1.15,547,1683,300.3,80.89,0,435.6,31.74,0.05,108.9,0.02,32.58,2.07,0.21,120.1,0.13,0.02,1.72,69.19,0.07,0,0.07,1552,0.02,0,0.35,6250,834.3,566.8,0.01,0,262.3,0.02,10.21,0.02,0.12,0,4.83,0.02,1.91,2.71,101.7,4783,0.12,0
"65","GTEX-12WSJ-0008-SM-664ML",0,0.04,0.98,3960,6.43,0.56,0,0.28,149.4,145.2,1626,20090,1204,237,0.02,47.36,0.04,65.71,0,1.41,0.13,3190,3.71,1.62,295.3,116.4,0.09,0,0.81,190.1,2006,5.21,0,62.33,0.03,3.37,0.2,229.4,2.81,745.6,578.4,0.06,0,343.9,671.1,0.17,0.15,0.24,0.02,25.84,55.8,754.8,63.97,1.13,123.9,0,628.9,17.02,275.2,465.7,0.01,136.2,138.5,0.06,820.4,0.27,234.3,22.65,0.02,106.5,0.04,0.02,2.11,1091,0.18,0,0.58,682.5,0.04,0,0.81,731.1,76.58,233.3,0.21,0.63,129.9,0.1,52.63,0.03,0.93,0.47,3.54,0.06,0.08,4.86,43.24,4238,0.17,0.02
