"","X","HES3","LIN28A","L1TD1","CA14","F11R","VASH2","MTRNR2L11","MYCN","EPCAM","ADD2","H3F3AP4","LRRN1","TRIM71","TDGF1","MTRNR2L12","DPPA4","RP11.641D5.1","SOX2","ZFP42","ADCY2","SERF1B","MTRNR2L2","SEMA6A","MATR3","PCDH1","SCGB3A2","GABRP","RP11.423H2.1","TUBB2B","GCNT2","POU5F1","LIN28B","PKIB","RPL21P75","PTPRZ1","MTRNR2L6","CNTNAP2","IDO1","TPD52","CALB1","ESRP1","MAL2","FAM84B","HHLA1","FOXH1","CTSV","NR6A1","AIF1L","FGFR2","MTRNR2L8","FABP5P7","FGF23","NANOG","DDX47","KRT8","PMEL","NTS","USP44","CLDN10","ZIC2","ABHD12B","OTX2","VRTN","SNURF","GABRB3","SPINT1","MYEF2","RBPMS2","CRABP1","UBE2Q2P6","CLDN6","ZSCAN10","MTRNR2L4","NPIPA7","PRSS8","CDH3","CDH1","MTRNR2L1","RND2","DSG2","FUT3","AP1M2","SPINT2","CYP2S1","NLRP2","RPL41P1","DNMT3B","WFDC2","SALL4","CXADR","CBS","U2AF1","CECR2","MIF","POLR2F","RP11.706O15.1","MAGED4B","MTRNR2L10","SLC7A3","ZIC3"
"22","GTEX-11H98-0008-SM-5QGR8",0,0,0,0.06,0.49,0.12,0,0,0.07,0.01,10.35,0,0.02,0,2.32,0.04,4.82,0.24,0,0.03,0.57,0,0.67,5.88,0.1,0,0.03,0,3.65,0,0.09,0,0.1,0.7,0.18,0,0.01,0,0.16,0.07,0,0.19,0.09,0,0.22,0.24,0.1,0.1,0.1,1.04,0,0,0,0.95,2.7,0.76,0,0.23,0.08,0,0.07,0,0,1.26,0.09,0.15,0.33,0.22,0,0.33,0.18,0,0.34,0.27,0.05,0.16,0.34,0.42,0.44,0.1,0.1,0,3.76,0.16,0,0.94,2.66,0,0,0.02,1.7,0.04,0,4.68,0.12,1.65,0.07,0.1,0,0
"23","GTEX-11I78-0008-SM-5Q5DI",0,0,1.14,0,2.36,0.09,0,0,0.38,0.04,12.72,0.04,0,0,2.4,0,4.8,0.09,0,0.12,0.45,0.45,0.41,4.81,0.15,0.07,0.02,0,0.86,0.02,0.34,0,0.05,1.21,0.06,0.03,0.02,0.03,0.12,0.05,0.2,0.37,0.37,0,0.21,1.38,0.38,0.23,0.02,1.23,0.68,0,0,0.57,1.74,0.85,0.06,0.27,0.17,0.04,0.28,0,0.01,1.2,0.68,0.68,0.53,0.82,0.19,0.17,0.09,0.05,0.13,0.93,0.52,0.16,0.23,0.11,0.62,0.18,0.05,0.33,0.73,0.77,0.02,0.49,3.11,0.14,0.11,0.07,0.76,0.04,0.01,2.05,0.29,1.9,0.15,0.05,0.03,0
"24","GTEX-11LCK-0008-SM-5Q5BB",0,0,1.14,0.16,0.48,0.47,0,0,0.11,0,16.6,0,0.02,0,1.82,0,5.6,0.2,0,0.04,0.22,0,0.27,5.48,0.19,0,0.06,0,3.47,0.02,0.31,0,0.15,2.75,0.09,0.09,0.06,0,0.11,0,0.05,0.18,0.23,0,0.34,0.22,0.18,0.18,0.24,1.64,0.16,0.04,0,0,4.61,0.42,0,0.16,0.1,0.13,0.07,0.04,0.02,0.88,0.64,0.31,0.45,0.12,0,0.28,0.26,0,0.04,0.32,0.21,0.03,0.15,0,0.18,0.11,0,0.12,1.63,0.4,0,1.57,2.59,0.23,0.08,0,5.79,0.86,0.02,7.1,0.19,0.04,0.23,0.08,0,0
"25","GTEX-11NSD-0008-SM-5Q5BC",0,0,1.03,0.05,0.74,0.04,0,0,0.08,0.05,13.2,0,0,0,1.32,0,6.32,0.14,0,0.03,0.31,0,0.4,5.83,0.18,0,0.03,0,4.24,0.02,0.52,0.02,0.36,1.48,0,0,0.03,0,0.12,0.25,0.1,0.11,0.31,0,1.13,0.13,0.3,0.16,0.07,0.82,0,0,0.03,1.12,6.37,0.58,0,0.02,0.07,0.09,0.07,0,0.03,1.34,0.43,0.16,0.31,0.29,0,0.13,0.04,0.02,0.07,0.43,0.12,0.05,0.2,0,0.15,2.11,0,0,0.36,0.57,0,0.74,1.5,0.13,0.1,0.02,4.61,0.79,0,5.57,0.25,0.17,0.02,0.08,0,0
"26","GTEX-11NUK-0008-SM-5Q5B9",0,0.06,1.09,0.17,3.9,0.14,0,0,0.15,0.03,12.51,0,0.05,0,0.84,0.02,6.41,0.14,0.04,0.03,0.3,0,0.44,5.15,0.26,0,0,0,0.78,0.06,0.35,0,0.2,1.98,0.01,0,0.04,0.05,0.11,0.11,0.13,0.16,0.66,0,0.75,0.4,0.25,0.18,0.08,1.27,0.43,0,0,0.48,4.73,1.69,0,0.09,0.03,0,0.05,0,0.03,0.65,1.05,0.21,0.21,0.17,0,0.51,0.41,0.04,0.17,0.46,0.19,0.05,0.6,0.12,0.28,0.05,0.04,0.3,0.55,0.45,0,0,1.4,0.25,0.02,0.05,9.09,0.61,0,5.12,0.18,0,0,0.08,0,0
"27","GTEX-11NV4-0008-SM-5Q5BA",0,0,0,0.05,0.59,0.08,0,0,0.03,0.01,2.59,0.16,0.01,0.05,1.49,0.04,5.2,0.02,0,0.01,0.58,0,0.21,4.91,0.19,0,0,0,2.17,0,0.26,0,0.06,2.32,0.2,0.04,0.02,0,0.09,0,0.03,0.1,0.25,0,0.4,0.28,0.05,0.1,0.14,0.96,0.46,0,0,0.52,2.01,0.4,0.1,0.25,0.07,0.04,0.3,0,0,1.56,0.16,0.45,0.15,0.06,0,0.55,0.18,0.04,0.18,0.27,0.25,1.47,0.38,0.17,0.91,0.97,0.04,0,1.26,0.17,0.07,9.29,1.92,0.09,0.12,0.04,5.13,0.75,0,0.74,0.22,2.45,0.06,0.04,0,0
"28","GTEX-11O72-0008-SM-5Q5DN",0,0,1.03,0.07,0.98,0.05,0,0,0.08,0.01,6.22,0.05,0.08,0,1.83,0,5.24,0.07,0,0.01,0.13,0,0.14,4.65,0.05,0.13,0,0,1.15,0.03,0.36,0,0.25,1.97,0.03,0,0,0.04,0.23,0.06,0.04,0.17,0.06,0,0.19,0.26,0.17,0.17,0.07,5.21,0,0,0.02,0,3.51,0.67,0,0.18,0.08,0,0.22,0.03,0,0.25,0.35,0.12,0.12,0.26,0,0.3,0.19,0,0.1,0.42,0.12,0.05,0.05,0,0.67,0.12,0,0.13,0.61,0.29,0,3.95,1.99,0.07,0.16,0.05,5.09,0.31,0.01,3.46,0.24,0.16,0.16,0.12,0,0
"29","GTEX-11OC5-0008-SM-5S2OH",0,0.02,0.23,0.02,0.52,0.1,0,0,0.05,0,3.08,0,0,0,2.07,0,4.56,0.05,0,0.04,0.29,0,0.41,4.62,0.02,0,0.01,0,1.1,0,0.34,0,0.24,2.04,0.03,0.04,0.01,0,0.03,0.02,0.03,0.02,0.2,0,0.07,0.08,0.27,0.21,0.05,1.69,0.6,0,0,0.63,2.76,0.94,0,1,0.03,0,0.31,0,0,0.67,0.19,0.12,0.3,0.14,0.29,0.4,0.04,0,0.03,0.3,0,0.03,0.04,0,0.42,2.17,0,0,1.16,0.08,0,0,2.85,0,0.3,0.02,0.4,0.91,0.01,2.86,0.12,3.88,0.06,0,0,0
"30","GTEX-11OF3-0008-SM-5S2NH",0,0,1.13,0.02,0.69,0.11,0,0,0.14,0.01,21.82,0,0,0,0.71,0,3.78,0,0,0.02,0.24,0,0.09,6.5,0.05,0,0.04,0,2.25,0,0.28,0,0.07,2.46,0,0.11,0,0.08,0.39,0.03,0.02,0,0.02,0,0.25,0.27,0.22,0.02,0,0.81,0.66,0,0,0,2.31,0.23,0,0.21,0.03,0,0.07,0,0,1.03,0.21,0.28,0.27,0.3,0,0.23,0.06,0,0.06,0.69,0,0.02,0.06,0.37,0.15,0.61,0,0,0.86,0.19,0,0.66,3.44,0,0.21,0.08,2.96,0.17,0,2.02,0.1,1.05,0.1,0.1,0.05,0
"31","GTEX-11ONC-0008-SM-5S2MG",0.08,0,0.42,0.11,0.92,0.14,0,0,0.17,0,18.96,0.03,0.05,0.02,1.56,0,5.98,0.04,0,0.02,0.52,0,0.23,7.73,0.02,0,0.02,0,3.02,0.04,0.43,0,0.27,3.35,0.03,0,0.04,0.04,0.09,0.04,0.04,0.15,0.16,0,0.22,0.07,0.39,0.12,0.05,1.14,0.13,0,0.02,0.45,2.27,0.82,0,0.19,0.03,0,0.36,0,0,0.91,1.65,0.07,0.29,0.21,0,0.24,0.1,0.06,0,0.54,0,0.01,0.1,0.04,0.96,0.09,0.04,0.05,1.09,0,0.01,1.34,2.65,0.16,0.28,0,2.06,0.26,0,4.78,0.23,0.11,0.09,0.04,0,0
"32","GTEX-11P7K-0008-SM-5S2O5",0,0.02,5.14,0.06,0.54,0.14,0,0,0.14,0.01,13.56,0.07,0,0.02,1.05,0,3.48,0,0,0,0.35,0,0.09,6.16,0.05,0,0.02,0,0.39,0.03,0.33,0,0.25,1.98,0.04,0.06,0.01,0,0.22,0.04,0.05,0.16,0.07,0,0.24,0.72,0.21,0.18,0.05,1.26,0.8,0,0,0.29,1.93,0.52,0,0.14,0.03,0,0.08,0,0.01,0.51,0.18,0.36,0.29,0.26,0,0,0.27,0,0.05,1.05,0.18,0.22,0.25,0,0.37,1.98,0.03,0.17,0.49,0.83,0.03,0.57,2.89,0.1,0.27,0.03,3.62,0.91,0.03,0.44,0.35,0.02,0.07,0.21,0,0
"33","GTEX-11P81-0008-SM-5S2OT",0,0,0.04,0,0.74,0.18,0,0,0.14,0.04,12.02,0,0,0,1.15,0,4.87,0,0.04,0.05,0.36,0,0.07,6.87,0.09,0,0.02,0,3.1,0,0.54,0.01,0.05,1.29,0,0,0,0,0.13,0,0.07,0.1,0.17,0,0,1.58,0.1,0.16,0.16,1.52,0.91,0,0,0.22,2,0.65,0,0.08,0.17,0.03,0.05,0,0,1.02,0.25,0.21,1.34,0.25,0,0.12,0.09,0,0.21,0.3,0.35,0.09,0.1,0.11,0.33,2.41,0,0.1,0.23,0.88,0.01,0.65,5.2,0,0.16,0.02,5.29,0.9,0.01,1.99,0.2,0.42,0,0.03,0,0
"34","GTEX-11P82-0008-SM-5S2MS",0,0,0,0.12,0.65,0.36,0,0,0.09,0,10.95,0,0.01,0.04,0.71,0.06,6.22,0.28,0,0.01,0.38,0,0.27,6.41,0.14,0,0,0,1.26,0.01,0.42,0,0.55,3.23,0.04,0.03,0.04,0.08,0.21,0.02,0.02,0.08,0.31,0,0.93,0.34,0.16,0.18,0.05,0.72,0.86,0,0.02,0,6.82,0.85,0,0.34,0.16,0.03,0.29,0.03,0,0.28,0.6,0.15,0.27,0,0,0.11,0.12,0.1,0,1.61,0.16,0.07,0.25,0,0.29,0.14,0.03,0.28,0.18,0.9,0.01,3.7,2.33,0.22,0.23,0.07,4.6,0.29,0,6.52,0.1,0,0.02,0,0.04,0
"35","GTEX-11PRG-0008-SM-5S2N5",0,0.04,0.66,0,0.9,0.19,0,0,0.02,0.01,12.45,0,0.08,0,0.94,0,5.37,0.13,0,0.02,0.55,0,0.28,6,0.06,0,0.04,0,0.63,0.01,0.48,0,0.48,3.55,0.04,0,0.02,0.02,0.11,0.02,0.07,0.1,0.31,0.02,0.29,0.4,0.24,0.2,0.01,1.1,0.41,0,0,0.23,2.38,1.8,0,0.42,0.06,0,0.21,0,0,0.46,0.42,0.18,0.23,0.31,0,0,0.13,0,0,0.86,0.11,0.08,0.44,0,0.69,0.22,0.07,0.05,0.43,0.27,0,1.36,2.35,0,0.65,0.02,4.18,0.03,0.01,3.65,0.21,0,0,0,0,0
"36","GTEX-11TT1-0008-SM-5S2P8",0,0.01,0.06,0.02,0.23,0.19,0,0,0.11,0.02,5.89,0,0.01,0,1.42,0.01,3.02,0.04,0.04,0.02,0.6,0,0.07,7.06,0.03,0,0,0,1.61,0,0.29,0,0.07,2.22,0.01,0.07,0.02,0,0.36,0.02,0.02,0,0.16,0,0.03,1.34,0.14,0.05,0.06,1.74,0.89,0,0,0,5.5,0.43,0,0.04,0.11,0,0.08,0,0,1,0.06,0.41,0.5,0.42,0,0.23,0.06,0,0.06,0.22,0.07,0,0.06,0.18,0.19,0.03,0.02,0.19,0.69,2.72,0.02,1.27,2.5,0,0.19,0.08,2.93,0.43,0.01,2.2,0.14,0.79,0.05,0.03,0,0
"37","GTEX-11TTK-0008-SM-5S2RU",0,0,1.8,0.02,1.58,0.11,0,0.08,0.19,0.02,24.52,0,0.03,0.02,1.47,0,4.97,0.04,0,0.03,0.55,0,0.17,6.43,0.19,0,0.07,0,1.17,0,0.17,0,0.39,2.88,0.03,0.08,0.01,0,0.08,0.07,0.08,0.63,0.59,0,0.13,0.93,0.18,0.18,0.15,0.75,0.14,0,0,0.23,2.39,1.03,0,0.19,0.06,0.03,0.04,0,0,0.92,0.57,0.9,0.13,0.05,0,0,0.19,0,0,0.12,0.29,0.18,0.23,0,0.42,0.09,0.11,0.1,3.7,0.59,0,0.68,2.77,0.12,0.26,0.03,3.94,0.89,0.03,1.3,0.15,0.93,0.05,0.04,0,0
"38","GTEX-11TUW-0008-SM-5SI6S",0,0,0.09,0.3,0.85,0.25,0.03,0,0.17,0.04,8.13,0.04,0.01,0,4.22,0,6.82,0.12,0,0.1,0.64,0,0.52,7.15,0.07,0,0,0.05,1.08,0.03,0.23,0.02,0.34,2.15,0.18,0.13,0.02,0,0.11,0.29,0.04,0.08,0.11,0,0.14,0.24,0.21,0.34,0.1,2.28,0.19,0,0.01,0.32,4.17,0.54,0,0.06,0.11,0.08,0.17,0,0,0.97,0.41,0.31,0.34,0.22,0.37,0.43,0.3,0.07,0.13,0.61,0.13,0.07,0.09,0.11,0.66,0.1,0.03,0,0.76,0.05,0.01,0.96,2.13,0.39,0.09,0.05,1.71,0.49,0.01,0.46,0.45,0.1,0.1,0.03,0,0
"39","GTEX-11UD1-0008-SM-5S2P6",0,0,1.78,0.02,0.69,0.3,0,0.05,0.1,0.01,17.88,0.06,0.01,0,1.01,0.02,5.02,0.21,0,0.03,0.04,0,0.21,5.91,0.12,0,0.05,0,1.14,0.04,0.07,0,0.14,1.81,0.03,0.12,0.02,0,0.12,0.06,0.08,0.22,0.45,0,0.24,0.6,0.18,0.05,0.02,0.71,0,0,0,0,1.66,1.35,0.19,0.6,0.13,0.04,0.22,0,0,0.33,1.11,0.23,0.38,0.7,0,0,0,0.04,0,0.46,0.16,0.13,0.26,0,0.77,2.11,0,0,1.57,0.14,0,1.45,3.5,0.09,0.59,0.06,3.08,0.34,0.01,2.37,0.36,0,0.08,0,0,0.01
"40","GTEX-11UD2-0008-SM-5S2P7",0,0,0.63,0.1,1.32,0.12,0,0,0.21,0.01,14.94,0.02,0,0,1.04,0,3.25,0,0.03,0.05,0.76,0,0.09,7.53,0.12,0,0.03,0,1.34,0,0.21,0,0.11,3.11,0.05,0.06,0,0,0.07,0.05,0.08,0.33,0.28,0,0.19,0.88,0.18,0.12,0.08,0.68,1,0,0.03,0.17,3.46,0.93,0,0.19,0.09,0,0.11,0,0.02,0.78,0.33,0.56,0.29,0.19,0,0,0.29,0,0.14,0.81,0.59,0.23,0.19,0.06,0.66,0.36,0,0.15,1.03,1.74,0.04,0,2.66,0.26,0.31,0.04,1.63,0.21,0.01,4.59,0.19,0,0.08,0,0,0.02
"41","GTEX-11WQC-0008-SM-5SI6R",0,0.02,0,0.3,0.4,0.19,0,0,0.06,0.06,2.99,0.02,0.02,0,2.95,0.03,5.04,0.82,0.04,0.03,0.42,0,0.18,5.53,0.11,0.05,0.01,0,0.66,0.05,0.65,0,0.33,1.97,0.02,0.03,0.02,0,0.13,0.13,0.16,0.18,0.11,0,0.4,0.25,0.25,0.17,0.29,2.21,0.24,0,0,0.41,2.07,0.61,0,0.1,0,0.12,0.21,0,0,0.82,0.35,0.23,0.09,0.14,0.24,0.32,0.14,0.03,0,0.7,0.06,0.16,0.22,0,0.88,0.07,0,0.09,1.32,0.19,0,1.21,3.27,0.07,0.69,0.07,1.53,0.28,0.01,1.28,0.15,0,0.19,0.1,0,0
"42","GTEX-11WQK-0008-SM-5SI6T",0,0,0.83,0.05,0.52,0.05,0,0,0.08,0.08,12.99,0.07,0.01,0,2.86,0,2.74,0.29,0,0.13,0.45,0,0.25,6.4,0.11,0,0,0,1.18,0,0.47,0,0.21,2.21,0.14,0.09,0.06,0.04,0.23,0.09,0.06,0.19,0.19,0,0.24,0.25,0.16,0.23,0.1,1.48,0.22,0,0,0.65,5.13,0.63,0,0.16,0.15,0.04,0.2,0,0,0.62,0.19,0.18,0.27,0.21,0.43,0.1,0.13,0.02,0.03,0.67,0.3,0.06,0.13,0.09,0.34,0.15,0,0.04,0.85,0.28,0.02,1.11,2.33,0.16,0.09,0.03,1.38,0.33,0.03,2.23,0.19,0.04,0.06,0.15,0,0
"43","GTEX-11XUK-0008-SM-5S2WD",0,0,0,0.04,3.24,0.19,0.03,0,0.09,0.02,11.99,0.05,0.02,0,3.08,0,3.52,0.04,0,0.03,0.5,0,0.33,6.59,0.23,0,0,0,2.83,0,0.45,0,0.35,1.53,0.17,0.14,0.01,0,0.25,0.13,0.09,0.15,0.22,0,0.15,0.38,0.1,0.07,0.03,1.84,0.37,0,0,0.52,3,0.53,0,0.42,0.05,0,0.22,0,0,0.83,0.75,0.46,0.35,0.47,0.24,0,0.12,0.03,0.14,0.6,0.16,0.04,0.08,0.14,0.3,0.53,0.02,0.05,1.31,0.36,0,0.61,2.68,0,0.07,0,2.19,0.16,0,4.36,0.08,0.64,0.03,0,0,0
"44","GTEX-11ZTS-0008-SM-5S2VC",0,0.01,0.18,0.04,0.57,0.13,0,0.03,0.23,0.02,18.14,0.04,0.01,0.02,3.49,0,5.44,0.07,0,0.04,0.46,0,0.2,6.66,0.14,0,0.03,0,1.24,0,0.17,0,0.09,2.47,0.12,0.06,0.01,0,0.16,0.03,0.17,0.43,0.24,0,0.21,1.06,0.3,0.13,0.07,1.9,0,0,0.01,0.37,1.73,0.76,0,0.26,0.12,0,0.09,0,0.01,0.49,0.08,0.44,0.65,0.45,0.43,0,0,0.05,0,0.86,0.56,0.55,0.29,0.18,0.34,2.6,0.06,0.25,0.68,0.48,0,0,4.4,0.13,0.06,0.01,4.75,0.58,0,1.06,0.15,0.67,0.07,0.23,0,0
"45","GTEX-11ZTT-0008-SM-5S2TZ",0,0.06,0.62,0.02,1.19,0.2,0,0.01,0.1,0.01,7.01,0.06,0.02,0.03,2.6,0,3.05,0.09,0.03,0.01,0.29,0,0.14,8.12,0.74,0,0,0,1.37,0.01,0.57,0,0.18,1.63,0.15,0.13,0.01,0,0.42,0.02,0.02,0.07,0.19,0,0.11,0.26,0.12,0.18,0.1,6.99,0.19,0,0.03,0.08,8.53,19.18,0.06,0.31,0.15,0,0.33,0,0,0.31,0.7,0.32,0.17,0.32,0.18,0.08,0.13,0.01,0,1.16,0.3,0.11,0.21,0.08,0.56,0.55,0,0.03,5.16,0.26,0,1.4,2.14,0.11,0.08,0,2.74,0.06,0,2.87,0.22,0.55,0.05,0.1,0,0
"46","GTEX-11ZU8-0008-SM-5S2VO",0,0.01,0.13,0.02,3.7,0.06,0,0,0.04,0,14.64,0.02,0,0,4.4,0,3.86,0.07,0,0.08,0.31,0,0.23,6.65,0.11,0,0.06,0,1.16,0.02,0.19,0,0.11,0.97,0.03,0.09,0.02,0,0.09,0.06,0.06,0.25,0.17,0,0.11,0.71,0.24,0.05,0.12,1.96,0.22,0,0,0.19,1.57,0.62,0,0.07,0.1,0,0.05,0,0.01,0.38,0.05,0.39,0.72,0.26,0,0.1,0.05,0,0.05,0.68,0.15,0.1,0.15,0.72,0.28,0.58,0.03,0.08,0.8,0.5,0.02,0.56,5.4,0,0.13,0.01,0.36,0.57,0.01,5.58,0.26,1.35,0.07,0.21,0,0
"47","GTEX-11ZUS-0008-SM-5S2UO",0.05,0.02,2.36,0.02,0.94,0.09,0.02,0.01,0.03,0.03,10.81,0,0.02,0,2.66,0,3.49,0.15,0.03,0.03,0.26,0,0.16,5.31,0.1,0,0,0,2.98,0.01,0.28,0,0.03,0.7,0.08,0.1,0.01,0,0.33,0.1,0,0.06,0.06,0,0.13,0.72,0.24,0.18,0.03,2.27,0.19,0,0,0.47,3.62,18.2,0,0.12,0.06,0,0.06,0,0.01,0.63,0.16,0.22,0.39,0.39,0,0.58,0.09,0,0.04,1.21,0,0.05,0.06,0.13,0.16,0.44,0.01,0.03,2.38,0.54,0,0.46,3.43,0,0.09,0.03,3.28,0.49,0.01,3.3,0.06,0,0.11,0.15,0,0
"48","GTEX-1211K-0008-SM-5S2W1",0,0,0.89,0.07,2.46,0.18,0,0.27,0.51,0.03,17.64,0.2,0.01,0,2.28,0,3.56,0.09,0.24,0.06,0.46,0,0.21,5.9,0.85,0,0.45,0,0.84,0.01,0.29,0,0.84,1.98,0.07,0.12,0.02,0.05,0.25,0.34,0.83,4.42,0.89,0,0.48,2.38,0.34,0.23,0.17,2.68,0,0,0.04,1.58,10.5,0.88,0.09,0.73,0.03,0,0.17,0,0,0.65,0.59,3.11,0.24,0.25,0.28,0,0.07,0.08,0.07,0.46,3.74,4.52,3.03,0.32,0.94,1.01,0.35,1.02,5.15,1.48,0.07,0.72,2.84,0,0.49,0.15,2.92,0.49,0,5.26,0.36,0.67,0.09,0.23,0,0
"49","GTEX-12126-0008-SM-5S2UC",0,0,1.86,0.06,8.6,0.23,0,0,0.08,0.02,3.53,0,0.04,0,2.55,0,3.46,0.25,0.05,0.06,0.42,0,0.28,6.5,0.24,0,0.01,0,3.98,0.01,0.3,0,0.3,1.26,0.09,0.07,0.01,0,1.12,0.01,0.04,0.21,0.14,0,0.33,0.32,0.33,0.26,0.05,2.23,0.39,0,0.01,0.2,4.77,0.5,0.05,0.41,0.16,0.1,0.18,0,0,0.52,0.46,0.48,0.37,0.23,0.15,0.48,0.15,0.01,0.04,0.5,0.17,0.15,0.22,0.02,0.48,1.4,0,0.13,1.07,0.26,0.05,0.39,3.83,0.09,0.1,0.02,0.53,0.08,0.01,2.99,0.23,0,0.09,0.02,0.03,0.01
"50","GTEX-1212Z-0008-SM-5TDBW",0,0.01,0.57,0,1.11,0.13,0,0.06,0.4,0.34,10.65,0.37,0.01,0.03,3.23,0,3.83,1.22,0,0.24,0.27,0,0.27,6.86,0.35,0,0.02,0.05,4.5,0.03,0.47,0,0.25,0.25,1.04,0,0.17,0.03,0.78,1.81,0.08,1.08,0.32,0,0.19,0.4,0.12,1.25,0.4,2.32,0.92,0,0,0.34,1.35,0.74,0.23,0.09,0.27,0.06,0.24,0,0,0.92,0.31,0.65,0.62,0.47,1.09,0,0.1,0,0.02,1.21,0.41,0.28,0.44,0,0.72,0.89,0.07,0.11,2.21,0.33,0.02,0,4.16,0.48,0.17,0.17,6.3,1.16,0.06,1.76,0.39,0,0.36,0.16,0.07,0.03
"51","GTEX-12584-0008-SM-664MB",0,0,0.48,0.14,1.54,0.21,0,0,0.12,0.02,9.1,0.04,0.03,0,1.73,0,6.72,0.42,0.03,0.01,0.45,0,0.41,6.2,0.1,0.07,0,0,1.85,0.05,0.15,0,0.34,1.82,0.13,0.05,0,0,0.02,0.08,0.02,0.16,0.13,0,0.23,0.22,0.14,0.12,0.06,1.99,0.19,0.01,0,0.65,13.72,8.15,0,0.15,0.13,0.02,0.14,0,0,0.98,1.22,0.26,0.66,0.11,0.19,0.52,0.32,0.03,0.13,0.45,0.13,0.09,0.1,0.19,1.03,1.42,0,0.02,1.5,0.16,0,0.49,2.45,0.11,0.07,0.04,3.58,1.05,0.01,4.48,0.18,0.13,0.29,0.05,0,0
"52","GTEX-12696-0008-SM-5TDBX",0,0,0.57,1.09,2.34,0.08,0,0.06,0.66,0.06,18.74,0.15,0,0.03,1.82,0,5.04,0.29,0.03,0.21,0.31,0,0.94,6.15,0.36,0,0.03,0,12.54,0.04,0.21,0,0.12,2.49,0.71,0.11,0.55,0.06,0.92,0.18,0.05,0.33,0.29,0,0.05,1.38,0.18,4.57,2.8,2.34,1.2,0.03,0,0.76,1.93,0.54,0.07,0.01,0.18,0.15,0.16,0,0,0.9,0.18,0.57,0.73,0.42,0,0.27,0.05,0,0.09,0.46,0.29,0.35,0.52,0.06,2.64,0.25,0.04,0.22,0.89,0.47,0.06,1,4.35,0.23,0.07,0.29,2.98,0.63,0.03,3.65,0.42,0,0.14,0.11,0.04,0.02
"53","GTEX-1269C-0008-SM-5TDBY",0,0,0.27,0.11,0.32,0.15,0,0.05,0.44,0.27,12.04,0.34,0.01,0,3.04,0.02,5.74,1.27,0,0.4,0.21,0,0.15,5.63,0.3,0.15,0.03,0,7.65,0.03,0.29,0,0.12,1.35,1.2,0.11,0.12,0.02,0.52,0.18,0,0.3,0.12,0,0.05,0.49,0.08,1.04,0.34,1.44,0.59,0,0,0.25,2.18,0.4,0,0.03,1.42,0.27,0.12,0,0.01,0.11,0.5,0.37,0.72,0.4,0.19,0.09,0.09,0.01,0.14,0.28,0,0.03,0.07,0.03,0.47,0.87,0.01,0.07,1.52,0.46,0.02,0.49,4.16,0.12,0.03,0.08,2.92,1.04,0.03,2.17,0.15,0.02,0.17,0.21,0.04,0
"54","GTEX-12BJ1-0008-SM-5TDBZ",0,0,0.01,0.09,0.51,0.15,0,0.03,0.54,0,5.25,0.1,0,0.13,1.96,0,4.58,0,0,0.7,0.33,0,0.23,6.41,0.16,0,0.02,0.04,1.61,0.01,0.48,0,0.21,1.42,0.07,0.05,0.01,0.01,0.43,0,0.12,0.15,0.06,0,0.12,0.99,0.21,0.16,0.17,1.31,0.96,0,0,1.03,10.21,0.6,0,0.05,0.1,0.04,0.05,0,0,0.69,0.57,0.6,1.05,0.39,0.08,1.08,0.08,0.02,0.02,0.1,0.21,0.11,0.15,0.07,0.22,0.21,0.07,0.07,0.9,1.28,0.01,0,4.08,0.13,0.15,0.06,3.58,0.92,0.23,2.77,0.09,1.36,0.14,0.09,0.03,0.03
"55","GTEX-12C56-0008-SM-5TDC1",0,0.02,0,0.09,2.6,0.13,0,0,0.66,0.01,10.72,0.02,0.01,0,1.94,0,3.93,0.31,0,0.01,0.58,0,0.19,6.47,1.04,0,1.34,0,2.47,0.01,0.46,0,0.12,1.32,0.06,0.11,0,0.03,0.73,0.04,1.43,4.93,0.73,0.01,0,1.55,0.33,3.29,0.18,1.56,1.87,0,0,0.27,3.4,0.31,0.05,0.05,0.18,0.01,0.16,0,0.01,0.91,0.37,6.71,0.67,0.8,0.24,0,0,0,0.07,0.49,3.08,0.17,2.55,0.02,0.3,0.42,2.34,0.89,3.43,0.88,0.23,0,3.66,0.12,0.07,0.17,2.96,1.06,0.02,1.79,0.34,1.47,0.16,0.11,0,0
"56","GTEX-12KS4-0008-SM-664MC",0,0,0.83,0.13,3.66,0.21,0,0,0.26,0.02,15.42,0,0.01,0,1.92,0,5.13,0.1,0,0.03,0.65,0,0.28,7.1,0.09,0.06,0.01,0,2.38,0.02,0.15,0,0.17,1.64,0.02,0.04,0,0,0.03,0.05,0,0.05,0.21,0.01,0.11,0.17,0.19,0.07,0.03,1.56,0,0,0.01,0.39,5.09,0.65,0,0.11,0.07,0.03,0.31,0,0.02,0.78,0.22,0.16,0.2,0.27,0,0.21,0.18,0,0.21,0.4,0.21,0.06,0.05,0,0.31,0.09,0.04,0,0.64,0.36,0.01,0.39,2.25,0.14,0.36,0,3.79,1.13,0.01,0.22,0.13,0.11,0.33,0.1,0.1,0
